SmokingUsagePeriod,SmokingFrequency,Component1Damage,Component2Damage,Component3Damage
3,16,0.3589199409969217,0.31593860424347975,0.6625437194169094
14,17,0.9476930715723556,0.3176444160492068,0.7042036468911899
1,1,0.16006576872833322,0.07400234436860376,0.811996955812486
15,17,0.8045496897063014,0.8509801935373583,0.4264524724420461
3,2,0.9230789623481653,0.31652009100671097,0.7920330007370426
28,8,0.07062570267614221,0.09401800493990853,0.8772395539982745
27,1,0.8141595462384955,0.18632002850980178,0.07677753308360857
15,2,0.4930434990240139,0.264075213973186,0.06689900151071226
15,13,0.0636915775575122,0.5053697742697604,0.9360951479087891
1,14,0.9818767107686178,0.7416699199684432,0.2610644259210312
19,3,0.8496057331929593,0.3219071401904008,0.49288046025108956
24,12,0.20352227369594567,0.45510789639743465,0.01918425430686388
26,19,0.9462352523674785,0.6590457633963888,0.33856584956203384
1,9,0.4745421301321885,0.40717806678353685,0.4676564847461099
4,4,0.05013490986804958,0.8797501902538508,0.3768908906209544
10,5,0.5736762008841716,0.9087939226388589,0.05075933231845464
28,5,0.2815010130405655,0.14758254405383364,0.6890821940573552
24,12,0.3502958111137693,0.8106439455575636,0.7517409791142201
16,13,0.34401719518305696,0.7050077410957297,0.9485216582843011
17,11,0.4812152601998234,0.4666732235745057,0.5244977051345444
11,3,0.6137598377934503,0.3816663103627851,0.03928126927254372
28,11,0.414815589931116,0.09333956842506874,0.12707357684707976
15,17,0.05440422515742793,0.2714843129000456,0.8895685676398605
16,10,0.7642258452032208,0.8952635651325749,0.8783340929817791
22,15,0.4789852798916503,0.6121992993642467,0.8654682799925634
28,17,0.42517721913877304,0.8757826329005803,0.2309574950974338
21,12,0.742353916377154,0.19638197488290654,0.07253299214727282
7,4,0.41853186947473486,0.2902839589272811,0.16093663167698302
1,7,0.24009502279131334,0.4007529320304509,0.38112151333694
8,13,0.06056796955253918,0.9146750072824267,0.687645876345314
14,14,0.5559191165684929,0.47575515484409614,0.6767017400613994
25,11,0.22793920742656593,0.3691329457354844,0.6926309648604936
25,3,0.4589441741438749,0.9925068589507314,0.4173950950837386
28,11,0.023293949181608098,0.5134336924679047,0.30236361902190534
2,15,0.15919865649815168,0.7803576635097235,0.6717440322109104
17,14,0.3851834623694498,0.10510780133080977,0.9565821980714275
27,18,0.7183691261588915,0.40932798811561555,0.6772484897936986
2,6,0.8145126520663799,0.2964888714558941,0.6106453354258036
8,1,0.35136026051162494,0.3154162569591491,0.5134980096275745
6,17,0.9878777808807605,0.1492905414127106,0.7898978722441387
20,17,0.6890597346917371,0.572653332911399,0.7724070601221441
17,8,0.9225377292378625,0.9514224150635329,0.5649615759251972
5,18,0.01298868977227119,0.3707480180597015,0.09108798745877766
25,12,0.18571759763768947,0.7467394452723382,0.4816047670592061
21,15,0.21153760288269385,0.20135664617883475,0.6934832111730455
26,4,0.9845615233776737,0.5712612988834017,0.03335343339750085
20,4,0.2940615018333066,0.6469365602472354,0.39613432844931795
6,16,0.8680512289103529,0.7660395197036498,0.0921735546792628
18,7,0.9296364232494002,0.6684748493224041,0.12271643882234429
15,17,0.5816908102779821,0.28597638611012566,0.812001780963352
25,15,0.37766548425035673,0.420302245900151,0.6911079115191758
1,17,0.7875855557905622,0.3396017038547986,0.6701890034215886
26,9,0.4625746084878498,0.5962660842524657,0.9554530586412221
29,1,0.3032721877362434,0.03814616400086801,0.6160906716553524
2,14,0.9429226251776351,0.35671526513912954,0.8483024809768728
22,13,0.08719861266070761,0.5865121849871887,0.3771194813590839
29,8,0.130741146315154,0.24825210222400007,0.17058647788203862
28,2,0.3874563424977935,0.9575810558092354,0.6362805983362078
29,10,0.30813736960566096,0.5707082593302455,0.8042511218402405
9,7,0.6363060967433913,0.3320309922924388,0.1499618455020596
9,17,0.11720495616144921,0.5574389315022498,0.2983969567207734
21,15,0.6718866817810716,0.31788953501218553,0.33693689490229306
23,12,0.5471095206900383,0.9278055288295937,0.836430635675045
25,7,0.2778598920060298,0.6320595609647656,0.023153868938549316
15,12,0.004588527213768567,0.14241625011857184,0.7774639950536905
12,1,0.9087901931703082,0.5395954671979987,0.2858066344700497
8,8,0.618895308970556,0.27099302240648415,0.2367118910950432
26,2,0.8513946122525724,0.4056510609876435,0.5399373919283296
16,15,0.5298176315245865,0.34213706934363664,0.30386938292912946
13,2,0.46455637065891475,0.061736739233183235,0.7764093193819304
3,12,0.649214146910221,0.7516812914038788,0.7702804181721487
1,18,0.14101375836141739,0.12903748376526458,0.35967949152834566
1,7,0.6145349080177056,0.43558990178723933,0.7481948363457636
10,10,0.48920768850455143,0.29469633537605244,0.27554455585283866
10,2,0.049756569153179164,0.7550503737769757,0.46429919982991963
13,3,0.6632362872179329,0.3444607285389769,0.8295769203155995
11,14,0.47024503060188494,0.963147823144905,0.3054174448214515
6,16,0.27585833588735653,0.9798656242494893,0.13038396489321813
4,13,0.16881234564869685,0.5429338228665206,0.14071759012043183
6,4,0.900869609433897,0.6843755878638166,0.16379954791637774
6,19,0.012658526827976413,0.620409827003025,0.40821773676574613
19,18,0.7278630998612877,0.6775333126365062,0.5273314264733606
3,7,0.956292372947764,0.93476760485017,0.745609677877397
27,14,0.08398170467888477,0.3828570015114161,0.1354301255029251
8,13,0.5083088152573516,0.5044670496156157,0.894421224648257
20,16,0.4167863062275142,0.10409933779908709,0.9247997270894902
18,18,0.28585864911294767,0.3163034124664844,0.7602764525770406
20,13,0.655227439833741,0.160083114599758,0.3061616713893539
10,8,0.10441820747932407,0.9481461882407043,0.2396089157509672
20,4,0.810818331115974,0.9687746279130905,0.3230523853706029
23,6,0.6181610615827277,0.03868128529406367,0.753165520167058
15,18,0.9853101843979656,0.7020384058447707,0.4853894200641894
3,17,0.3142274035016036,0.35355172508250254,0.8478203140054437
20,13,0.6495831042677965,0.6712209131828513,0.08133470399760834
18,2,0.9907538877726882,0.25025192591844914,0.9050240368752758
26,8,0.532743542283806,0.14426779355995556,0.3535684286362508
9,2,0.6915717356521417,0.1713249013791318,0.6142016087040615
17,15,0.3991814280355732,0.18991166327459907,0.18521265335904713
19,5,0.11731455931970536,0.7649482092705675,0.03759361928559957
4,16,0.8459501059871055,0.679422240644538,0.21489408401129817
8,16,0.8080623739918835,0.34629738035861823,0.41534398150081053
27,14,0.7350063600140315,0.5822954484148737,0.013714131716972222
10,10,0.45639065817214497,0.8300366264398202,0.982782485480021
28,10,0.11483725239845222,0.4717550474324238,0.18975301979945502
11,14,0.4549382558001268,0.8871109861803125,0.870157068943182
19,14,0.9578035189805483,0.3365334622733408,0.7224404540139828
8,3,0.6882008269097498,0.9473271214945532,0.755911845876967
10,15,0.026160826912437707,0.22779059938308044,0.6066135893872816
16,18,0.30481507734208513,0.20706610054250163,0.8827206930170112
8,6,0.4720696139072046,0.9088974058196206,0.6296221200264839
18,1,0.8568606741108042,0.467941692087544,0.23858495781173872
27,12,0.21576163422596095,0.9163835837741193,0.0535917321415621
21,7,0.034110362308931275,0.12973238674568388,0.9485523536324707
14,4,0.6582250410698905,0.7327210382210612,0.6294121375464287
13,17,0.79977903827898,0.14501787317771875,0.1758740923768769
27,3,0.43409169685267,0.25834821344197545,0.009966415273378049
15,16,0.6270873674420961,0.7088641839260499,0.31393745083637914
28,15,0.6306245162499591,0.5901569091282486,0.5606912803950348
8,2,0.7942850949338054,0.18951744865919962,0.3066678685829709
21,5,0.32017368651949074,0.7506983019713749,0.47911376221408297
16,3,0.21102615960261084,0.007709728697504303,0.02860912805458915
8,12,0.44991188640156643,0.19641655393032242,0.5406084474308369
9,16,0.9547771046433626,0.8549633295982062,0.5472466017655955
27,12,0.11558696832292803,0.8444551319548289,0.760693108569961
17,13,0.520549898757171,0.42667779749238666,0.8744153954319644
3,19,0.985497505201868,0.035269517043349796,0.2703892784035099
24,12,0.5056219728515742,0.8610932675706305,0.9695331391617458
21,12,0.9461325585321955,0.008357709063468,0.17704375064956546
4,16,0.8111868652455594,0.4767289547763143,0.47789661295092534
8,18,0.9481122038067846,0.724749519542071,0.7803496805113143
20,10,0.4648118293023117,0.33456752804682777,0.8737838998746374
24,3,0.3300031183530199,0.9188795301829036,0.1082830588606466
1,9,0.46047009278625983,0.45442622774025443,0.04165747963572408
14,17,0.503392155043782,0.24974420679621823,0.9252881300669151
8,2,0.19384719808991158,0.6182752120022617,0.6519447501915246
7,5,0.5899642268474793,0.16384720736065206,0.8356135046986773
25,11,0.8293332991124488,0.8758782429229086,0.7467441907538663
7,5,0.8617019081418855,0.5489428425977048,0.725742444705897
16,2,0.8540167409456133,0.8537845403871862,0.42214048169979657
11,18,0.7138334035843219,0.7319933222133473,0.7049426007682
25,5,0.20372589510128014,0.6196471696994892,0.12408831667615494
1,10,0.0837965572786119,0.020287328990343356,0.3884866429799543
29,7,0.6549547737514296,0.9914759098247565,0.7351240744383988
22,13,0.30308445575746723,0.389815490384552,0.42483873970480623
20,2,0.537757575014963,0.46349981069132873,0.9857245189982288
19,8,0.16652162258466374,0.4336390320378438,0.9246924977406283
16,3,0.11188004863720113,0.1231313651482393,0.2770342583437836
21,10,0.9189383325995879,0.14496550259389818,0.8822248592017625
20,3,0.6570475335864225,0.6559372239219259,0.8242514718170053
20,15,0.6945527161675996,0.323397218757999,0.47030710382710617
10,10,0.02043743311404078,0.3788859657590238,0.4200610152440176
24,15,0.3584318290530003,0.10809818574944652,0.2353917856553419
18,9,0.5568426866726991,0.06196160986300514,0.6011456744846184
9,16,0.06893525626696084,0.47551118571766127,0.5847937428382267
1,13,0.16525643494248243,0.5203409551619629,0.3327112394341184
2,1,0.7302217823582159,0.2023449378483757,0.6326437957920109
21,4,0.30444890683540926,0.658756309646604,0.6626514178250861
24,7,0.18261537762820657,0.9082992449737171,0.50317012254502
19,18,0.04856519872558607,0.5280866586040727,0.8825120659749648
29,4,0.07008271736674232,0.5245957522303217,0.7888324502262112
16,7,0.35213311782408163,0.0018039492313435268,0.06580262038028506
28,17,0.012982836776446738,0.4558289171322104,0.4617250577881855
28,19,0.6938466448221143,0.9372942088891232,0.21175598251973093
21,14,0.9885577966652833,0.02683258808385569,0.5445820847140584
25,8,0.08674021019012401,0.2621437869704738,0.2130502992568314
20,10,0.6772893862829613,0.2779805980767923,0.8910545559323334
21,7,0.30573504695747666,0.8173865626513154,0.05229241942212437
26,1,0.5010174725341912,0.34882991636747196,0.8325343132417162
7,9,0.45955674510132216,0.22560337997484392,0.4103787013894439
3,2,0.9102612844725131,0.0779055438242865,0.6063654346112507
8,4,0.5364095983336772,0.011245648880591985,0.2602679150854744
24,7,0.057511922611492516,0.4987751574325394,0.6027934107244243
16,5,0.1335803867691,0.7731879209271386,0.185515194861696
8,2,0.2428553505015929,0.897938233207914,0.806804516980408
21,16,0.25264449056158056,0.40279043787739977,0.5964382479783219
11,14,0.19218292428439254,0.30105595285488407,0.6486407194208894
8,9,0.7082556100334447,0.17744955469732204,0.26467275316036365
25,6,0.6694798970441603,0.2280510896252067,0.16781895492950027
5,13,0.6131179551196335,0.10503681867140313,0.036900285511101805
17,16,0.48222107606962905,0.8237425336603885,0.1667361819901796
8,19,0.25268323090833944,0.8768251736797162,0.36598324029892204
15,5,0.19443852605833867,0.81047441785414,0.9083533775861872
12,9,0.44236406427903396,0.6799123801864071,0.7828370645474625
11,2,0.9780212957537479,0.5148534435190607,0.22400197511709918
11,5,0.8716034864229656,0.13286296331080183,0.020531869438875083
16,12,0.6274891025077695,0.6646266404162238,0.23444365233008868
23,10,0.6969428813556309,0.9795977355366812,0.9017869230139792
4,10,0.13029883608229764,0.19906338321669825,0.32464811060987886
21,19,0.9727144339230988,0.6663034097654699,0.5629894058751663
18,11,0.11347264961242975,0.812171358833131,0.47689398796598614
2,12,0.1597926784963305,0.9637058260878306,0.5383096563957095
8,17,0.2090227372668444,0.6046155745062604,0.8942345965718732
3,1,0.8586916372560476,0.6003124777836991,0.32022659167299306
13,4,0.23841009773100263,0.6684774602370996,0.555592856316026
11,5,0.9272864253604687,0.32526095458583915,0.482527131469904
27,14,0.8454654094574086,0.4834007783519152,0.6366619531589183
8,14,0.7181131974643693,0.15048285819819918,0.7808650299950486
9,3,0.7781258176280202,0.1952581552885856,0.27619663091093904
10,18,0.5004081041563351,0.3012966073936131,0.42055738080177674
29,3,0.14556902796018723,0.3072903599611504,0.17622930659701286
16,11,0.5208596269218295,0.815875907379886,0.03082914727950259
11,7,0.7290212893248422,0.04021116353334331,0.3433300669120942
21,14,0.13755779581059036,0.4416320015426418,0.3043348914060151
14,16,0.7952592274003626,0.5309343463270579,0.9640995577834897
5,5,0.08463796196369666,0.7171901475237765,0.8943357833843707
5,13,0.9883616270834364,0.04001797244959182,0.24518645628891367
8,16,0.6489788750697453,0.6869328012532202,0.10840193263494735
8,14,0.8804359885102109,0.7765843773531628,0.9534629425694724
10,7,0.2862320916112532,0.5020839819212027,0.4331352166344249
28,10,0.4637201640460846,0.4847074806259142,0.19107566910075668
10,8,0.43235785984564623,0.6642607692987152,0.8423685430393906
15,17,0.28267608317556936,0.8278338577554964,0.8457289042540396
21,3,0.45623205137347933,0.8604306275663252,0.5573794477321943
2,19,0.7601950023569012,0.7751517700867372,0.10817035497766736
22,2,0.4968374776183605,0.6956091937143185,0.9818693901190807
22,3,0.8828672331375412,0.10905498099472366,0.006071684619411211
9,18,0.3335922355547192,0.09677001985711664,0.8161411940849057
26,15,0.8618706530224158,0.6503546941955284,0.3839375789847993
13,15,0.5212310202488242,0.5912972086672068,0.9545633316007254
22,9,0.8510107995370594,0.7131389204550026,0.9628938462220566
18,13,0.25730201617572934,0.6520708479090095,0.7716091452846329
1,17,0.4692853132548839,0.7999949452448186,0.28670720082913326
23,13,0.39685878770913796,0.5784696831472524,0.023120739449755456
1,18,0.7067671294683406,0.9893613299022429,0.9905958525623222
15,12,0.6471677247989558,0.08787468070109805,0.9070479126634954
26,5,0.3221461240796939,0.7124765714724461,0.47175670007258375
21,13,0.33026595142649706,0.11388408902868263,0.8066039730769589
23,11,0.7646885663727645,0.7718648924010191,0.42964479686659096
16,16,0.769268777602469,0.3862096776296978,0.5155894686947047
29,13,0.9212263016018983,0.9724899808900859,0.5022812095831239
27,4,0.3368536964063633,0.7854119490279221,0.1755961736739834
5,19,0.4356974841086002,0.7743948185207881,0.46744569609017306
6,1,0.13794823318123473,0.6134788544544845,0.46869061268892964
20,14,0.4181217797391812,0.8585325901860652,0.9045247108827481
14,2,0.1992487328466429,0.3795713784789685,0.6762723023009716
5,5,0.8747920405861322,0.8046645036954447,0.6211001594690516
15,17,0.5662703618979134,0.5673222905599318,0.6740807360007953
7,7,0.9924577216623918,0.9433321790694857,0.6012340088448226
12,9,0.8813873298536207,0.8833852538420288,0.21548144532955849
28,16,0.12572028787394052,0.2636426900308646,0.11684823669079436
3,14,0.788437577499101,0.09955249539341793,0.9206892504996231
22,1,0.13808184726666506,0.7605257259172669,0.7680944937826767
19,2,0.7838591016545284,0.41282736861125224,0.24505485742525068
21,6,0.27376026745724824,0.25719932477681773,0.7516758257044254
29,3,0.051730667854343326,0.2967660319437829,0.17853182707006876
20,2,0.32111377977730393,0.25177242037781056,0.7388170621493996
3,11,0.4706440977544226,0.618555318125394,0.39280659647279614
27,7,0.3841430581404697,0.4662118643821771,0.00791924823502177
21,10,0.18330573829691688,0.030016413474540315,0.07064510876670849
9,15,0.6125864699472263,0.8823218955421476,0.47219371252426934
1,2,0.2046504644081295,0.14086696003651367,0.031009276234046035
16,4,0.5793290981420968,0.023872360700189166,0.3944613186036805
7,7,0.6846067532590272,0.23123681775915506,0.3080310877764133
9,1,0.9767760720969603,0.7087422462272317,0.10599521318002136
27,8,0.08667964617874035,0.23503475226451886,0.4579359944378337
9,7,0.1592232023247092,0.7293334605318194,0.11597912259649112
16,17,0.6827420389228455,0.6779817520690556,0.18586284883854132
6,6,0.7709201117655436,0.1785844907651989,0.9267072911908805
23,3,0.2696800115441994,0.0640412115307103,0.44222022297505015
22,17,0.21491327647043035,0.5582817089085313,0.6857796007574043
23,11,0.7676864923402879,0.09649619098820628,0.965687511600168
1,9,0.3424511423114386,0.04787237977393799,0.13766876597737177
21,9,0.5947988981957552,0.06348145286929074,0.36418031149967256
13,14,0.4367546319894281,0.7708115979551999,0.8458703937684675
26,6,0.36613623242467197,0.6983556697045792,0.10443219927536107
1,15,0.36501876927993304,0.4376284769864556,0.6404883103374313
28,18,0.9759774101155606,0.9491554528158576,0.8323388901767165
9,3,0.8259605280781658,0.6034223005989878,0.10869911890423578
17,8,0.19900105283113567,0.5518523587660226,0.8595326658902429
6,12,0.5696206011000321,0.5844042585233232,0.7397303252435241
14,5,0.6086330684858706,0.8359032597050783,0.5086834121006804
7,1,0.22026322743016225,0.5297534974021496,0.9600163470478793
7,9,0.875711433919723,0.09234775383520677,0.5047448558901882
25,17,0.6380933680878926,0.9550799884647617,0.7519549784918638
25,3,0.9731463557284628,0.49946683919532897,0.9443566736458053
5,18,0.8863038752359461,0.9547854650920551,0.08520946544192654
5,6,0.7597164322955758,0.22105206081975548,0.1976383920397513
1,12,0.7163515778130377,0.8367573385318985,0.9158851822653146
18,6,0.5022155753405956,0.08348127786411152,0.9393843948205107
10,4,0.9268211904058083,0.194649730359175,0.32042555633869996
17,19,0.2520165646140071,0.8488498508139605,0.9618660436759182
8,3,0.710900035764906,0.3362784207863395,0.4344810203202304
28,14,0.9940766602678984,0.2885078007282694,0.11436754598481613
15,2,0.9186662419371426,0.1624517354555518,0.32099136059918676
14,11,0.31572862283526093,0.6832270098280889,0.3456180000989538
22,9,0.8684063427260824,0.3207361049145031,0.49646794618679657
21,6,0.6480862895160416,0.08661192770505821,0.21498437748509835
15,9,0.5880705564464679,0.1799507910574456,0.15765283007817577
24,18,0.07632855630838942,0.5382183470761248,0.2611470186530066
19,17,0.8423793595691502,0.25013963290114494,0.8838541735805158
4,11,0.650684424361155,0.431952799274978,0.06608690305081921
6,9,0.34188749216172865,0.9499756987018394,0.54495817412352
22,19,0.5981689269011597,0.09195682222671586,0.3553715265143388
21,3,0.7764351826922092,0.2759861421103401,0.4373269286907989
3,2,0.19086812454367819,0.6483986458681225,0.7216459569779543
14,3,0.8044138942059025,0.8918607643797204,0.9674728333653362
23,17,0.741466632435632,0.6422737382696971,0.9492517718105455
10,11,0.5587551913968603,0.4728471520501911,0.749325080379094
24,17,0.7892051553205961,0.18695329643291103,0.21231072155641573
10,12,0.6099738670799708,0.35890551783338476,0.2011488085849492
5,3,0.5610734209771132,0.9397762957718828,0.2755257905064046
29,14,0.9755446687293245,0.23997088092193675,0.7487456067446843
27,7,0.5722612190288545,0.8621214502588341,0.3551576924077917
10,8,0.5097293730145663,0.8123669299772109,0.2613088134643575
7,19,0.46792710058409304,0.7588963570179825,0.42928456245661173
6,2,0.4491901246658536,0.45187854288588136,0.014901874781825586
8,7,0.5683449485493264,0.053739292645604175,0.6069549325828829
20,16,0.7592864595540088,0.02906141638875981,0.4678078150259314
26,1,0.08101317445990563,0.3304977894059289,0.9217207282618706
27,14,0.2170051745317546,0.011884652343140956,0.36332823845348206
18,3,0.9908270818154508,0.6445562477753735,0.028610730983914978
4,14,0.7499840779208895,0.07951346123542358,0.7231132927379438
26,18,0.7129067009151713,0.8822633369038482,0.6075992168396995
4,3,0.13265915978428544,0.9706582548294238,0.4597407277363399
9,6,0.22960426259915634,0.9324325029207889,0.926643518279964
4,13,0.42970900854227845,0.7277374234690781,0.5213643908031745
22,11,0.12055430941669232,0.3722651507940319,0.2623096670985038
28,5,0.977435792566146,0.26971522349213073,0.9039652677068304
13,11,0.14424835041988582,0.010635111195440916,0.4645542592188038
23,2,0.718722496759831,0.8537698882392424,0.7307939495019227
24,12,0.6082904376416746,0.9298743485100327,0.46756822350566307
23,1,0.6551493368021231,0.5992104977932208,0.37369884189393077
22,18,0.15180474282424183,0.0067877540334241315,0.02661863814324228
8,8,0.5210292596763577,0.9200595755494513,0.8001095367077115
18,19,0.724883888416885,0.9818790684472173,0.7015932931636033
2,2,0.36909429198887556,0.3407790055389808,0.11285656849977244
23,17,0.10976574697990238,0.7667743213455979,0.49929617423797523
7,8,0.7373319329325354,0.06523163430732393,0.6569260520021919
15,19,0.5196331986725148,0.7619768477347134,0.4817442364895683
5,4,0.022198469383005737,0.8736437150563914,0.9164612637717305
26,10,0.09410296517805772,0.2827324307545027,0.720447739749927
15,11,0.2669236988772601,0.21882325446186457,0.0933647321850577
1,14,0.9859345949100471,0.33526149072038414,0.8644199492712148
27,14,0.054636505954583914,0.5595360063381754,0.5127939521802685
10,11,0.4872607316814428,0.3468773999747842,0.8928211742691192
20,11,0.501652200414613,0.46427124017364296,0.8395337616891257
15,4,0.783841939025451,0.6658261297210708,0.9205307626503776
25,10,0.487134494905063,0.22873159813264354,0.9490711557029999
6,14,0.44512484897904636,0.716639777543625,0.7850547151359385
20,18,0.6745290820642276,0.9107465798741441,0.7320357374578189
20,17,0.2830836765299304,0.6035612402979474,0.49065126160218153
9,6,0.7352926246332447,0.5701205686008083,0.9885121487222146
24,5,0.1618525465610403,0.044107367923772234,0.483386191012551
16,19,0.7103387960060477,0.4577101872831232,0.7000659725689824
17,6,0.12028311104626943,0.9245620489611026,0.8244599110189983
18,11,0.12451969401914009,0.18939598103882205,0.23770737884586468
8,12,0.059447454861308424,0.9864546064572763,0.6781707431826083
3,3,0.7644496731124585,0.9145422927609469,0.5163346267745043
4,15,0.87167236618283,0.9335688625933108,0.8193483756195459
6,4,0.9672294069251209,0.19232270928744943,0.4762533061042924
12,13,0.6436102343714953,0.8946101890834517,0.7970506210087491
6,14,0.10818509327652714,0.7085514813844355,0.20928214371660459
1,14,0.20677059342462345,0.6673748204849063,0.42128209420130647
19,6,0.009817214249244532,0.46391212353066513,0.10949781229883637
6,11,0.6259135767955208,0.08050768715900614,0.23153100682171934
28,3,0.23220289527136384,0.3916491227846224,0.1472559919594062
15,9,0.8536849837422662,0.1371554110361548,0.8083482975820633
9,15,0.9400754940249322,0.531939126325749,0.5417513455488622
15,7,0.15768833535079596,0.06824688942744228,0.7369084429397413
10,4,0.35188461895147705,0.49487443118507857,0.7439983363597694
24,12,0.879541519405444,0.251696008340337,0.28059219548805303
26,15,0.7535768655236401,0.3879958744456483,0.6070274084729331
8,18,0.25024062265482516,0.133860463381417,0.5697993435703675
5,8,0.023617960672003724,0.3490218958841773,0.4900760437387719
13,15,0.7342005989201543,0.7456289533689234,0.06652846572935178
22,6,0.4327143396087455,0.17130577156182236,0.35923805805028086
2,17,0.9092937643460602,0.10096268347351911,0.6748343768829334
25,19,0.569072514548822,0.8452740620354791,0.17439786156031323
23,1,0.5628460962421805,0.4013556175028742,0.05467597435743965
9,8,0.9667901436341727,0.6620669985703126,0.37563954125047516
16,14,0.2976564549628923,0.06623523038669099,0.07453668629943411
21,7,0.44129490359802537,0.04283436892751313,0.773209220450679
3,9,0.9818083206050936,0.7272868351223497,0.8350643895930558
8,11,0.2265821018207581,0.16897108052790266,0.7258355944896595
14,3,0.9006829332549987,0.08004542418046079,0.32420581830412043
18,15,0.20070971951872507,0.840302953988078,0.8748059553816854
7,5,0.46412149332350505,0.9477775726023546,0.03885377019580449
19,5,0.7804497206471234,0.09867845820872112,0.33009705320014604
7,16,0.4278072113072734,0.8946035705884974,0.1485177976169798
22,6,0.43688022061689336,0.471314104105209,0.772273779685441
13,7,0.7697945267676751,0.8837606739665087,0.878065862891652
11,15,0.5675111694004242,0.8334140493371631,0.639531828541022
23,18,0.41553954433865525,0.30369850976052915,0.7710801122680846
17,9,0.61222731484452,0.959049939754835,0.31631875723947334
16,14,0.8257836344725709,0.4000458225572534,0.4852178471783338
20,15,0.32488088514807356,0.9419984510529877,0.43166451003560935
28,3,0.1874741019011109,0.251008431571058,0.21418929305780476
19,19,0.9789438490257673,0.48253275112213967,0.8510489800188509
28,7,0.6581644759426315,0.7242019977248334,0.5387003622438757
3,11,0.20972033406335533,0.5973541718617469,0.035145925991252436
10,2,0.3746083983289493,0.667431428178118,0.2700459136247081
29,1,0.0848362890798271,0.09318200842863189,0.12553209055663728
27,6,0.4222375414427344,0.06113815749991036,0.15111769491466664
24,3,0.01988343940855608,0.6280909372112784,0.6015691234448843
6,14,0.9928331817684793,0.5097872056481852,0.05986488698182679
6,19,0.9843851571654725,0.35586739849054827,0.0028440059130773188
17,5,0.5211113639899541,0.9730131719975501,0.8591138709442458
14,11,0.11909033700336502,0.29108492333663694,0.290019226763068
29,4,0.25512007120529034,0.8706950360439679,0.7204774343372721
17,5,0.6400732858306029,0.407707619878398,0.6960628667818334
28,12,0.6580640161568582,0.40380786752098496,0.4244521438954887
10,15,0.16917664192382276,0.37766811708286585,0.5358590591960155
14,1,0.5274403398523484,0.4653017995128611,0.398685265853746
15,7,0.6508750446873468,0.5917632602674736,0.1256890186411599
4,9,0.1226711894712319,0.034741667477205196,0.8465984658493394
24,17,0.39735652500856045,0.7502598717844835,0.6557074959004799
2,4,0.7029987876329824,0.7949226113642329,0.23495537461514016
14,3,0.4549645785135906,0.0075753909518876394,0.962189509444676
27,16,0.0944147948310452,0.3217031799357444,0.15918319941693793
29,9,0.8647323574990862,0.9569935358776366,0.6725883728340728
25,17,0.0928130061421295,0.18029269695943784,0.09521665043279315
15,7,0.6868592786019582,0.5494540602554513,0.7675784850178553
19,16,0.17366418036509967,0.0527815946077147,0.20078930186800403
14,13,0.5296502174863754,0.5073476896505316,0.08730692123434847
15,18,0.3954014981414592,0.7892144771239893,0.29652133391409774
6,8,0.817416421122875,0.9440891136346126,0.07549002789189152
1,2,0.1352239434757322,0.04672923518849714,0.804374129310682
18,11,0.7420539653035861,0.44445962400101724,0.7875047728657362
17,14,0.2504249709059172,0.7349102965719884,0.8969251246541502
8,16,0.2172930193287801,0.9852877818774991,0.8890446727415144
8,11,0.7410826092037796,0.2587283307822539,0.8260198518223637
16,19,0.4179101575600811,0.6514946641463596,0.32009652677036726
6,9,0.9958111854947799,0.26899520317040004,0.839469354594638
12,9,0.8287875391268188,0.18374074630337522,0.3323672613165203
9,2,0.46728334178042485,0.7026707156141253,0.10768653968545094
2,8,0.2562555828606137,0.01737317615996925,0.8444804424857016
6,7,0.4504453996263261,0.9053750966186095,0.36134221759495366
7,4,0.029446265084732803,0.14469751572246314,0.35674193934468235
8,4,0.8041363943666959,0.6873803680101019,0.6701467559072453
17,16,0.04451079670847591,0.36648082291102424,0.33211479441313185
23,4,0.09161560821459758,0.2010177723352039,0.3014501213273916
21,9,0.38739879083611195,0.08564006872395358,0.4267792705060792
18,3,0.24382568476610822,0.09002195264454871,0.5796032328481748
21,10,0.7465045413039089,0.9022584397360366,0.22210473950667164
3,4,0.3384139069396973,0.15328434325739138,0.8526088566609565
15,9,0.9009174108683333,0.9346271455329427,0.9686851668543273
29,1,0.8703183014891485,0.9186580295580017,0.33008717667937293
3,1,0.6796739760140716,0.6988273773585237,0.576809546419559
2,9,0.4588347598735324,0.7172664546160207,0.9731695418009247
1,3,0.40730112225998016,0.6625961744936038,0.8310652409269009
26,11,0.6027179092177557,0.47732052871139397,0.6771271066054553
12,19,0.38609523849150373,0.5366273782974247,0.25938696912309844
18,1,0.8230365042744849,0.27631486936808847,0.5626985139677804
2,6,0.7094978301505257,0.6280019939073284,0.06923311213740968
12,14,0.8660480075636632,0.5391806003942591,0.19208015456737748
23,18,0.014530392468497966,0.21107734387357668,0.010444816496314013
16,11,0.3040790522625707,0.41145207644460935,0.8645313958359793
23,18,0.022723683271512196,0.4517786563445585,0.27506030471364507
20,10,0.9531269667320792,0.4850208980449493,0.2289579637214033
14,13,0.9024398308798648,0.4917701097891486,0.9048225034098517
26,18,0.3795498772513187,0.8433555065925876,0.47827649043282516
23,9,0.5747891496110941,0.3338337356196215,0.29893162327662237
8,15,0.8616401314648522,0.08275325295528702,0.05178752812427179
